"Spanish","Picture","English","Audio","Ranking","tags","deck"
"autorización (nf)","<img src=""paste-638537082863617.jpg"" />","authorization","[sound:yandex-fdbee67b-4d75d9a2-c807e71c-62767341-bd34b427.mp3]","4106"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"bandeja (nf)","<img src=""paste-1521019718205441.jpg"" />","tray","[sound:yandex-02321944-302bb569-c4e5f8cb-eeb9d4d1-ea9f7b90.mp3]","4240"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"barbaridad (nf)","<img src=""paste-1523111367278593.jpg"" />","atrocity","[sound:yandex-b91c1093-7af72b8c-332159d1-f3034de2-fbf77ee3.mp3]","4013"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"biografía (nf)","<img src=""paste-1050175338446849.jpg"" />","biography","[sound:yandex-b4376a65-4b05c79d-6949614e-5883043f-c9e2a90e.mp3]","4200"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"bruja (nf)","<img src=""paste-1527294665424897.jpg"" />","witch, hag","[sound:yandex-9f6cedf3-974ecfb5-8471548d-ac829cd0-4cffaed7 (1).mp3]","4305"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"burla (nf)","<img src=""paste-1529386314498049.jpg"" />","mockery, joke, trick","[sound:yandex-a2df4f68-01acb0c4-ea36cbc9-58a3972e-481eb31a.mp3]","4169"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"cadera (nf)","<img src=""paste-620996436426753.jpg"" />","hip","[sound:yandex-0abbb0c4-527df451-b44ffd11-11ca4cfe-b7648b0e.mp3]","4279"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"calificación (nf)","<img src=""paste-1533578202578945.jpg"" />","evaluation, qualification","[sound:yandex-2b92d7d8-ca57ed5b-ca556622-7514cb66-1047201d.mp3]","4295"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"camiseta (nf)","<img src=""paste-1535669851652097.jpg"" />","T-shirt","[sound:yandex-702ddcc2-ee6632da-dcd6a327-4c5e28e8-12716a16.mp3]","4427"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"cancha (nf)","<img src=""paste-1537761500725249.jpg"" />","playing field, court","[sound:yandex-00406b90-0d5bcc63-5192b570-1315b4ce-54158aaf.mp3]","4485"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"carcajada (nf)","<img src=""paste-1539853149798401.jpg"" />","hearty laughter, guffaw","[sound:yandex-4c9c9e88-fb92ecf6-419de367-870c41b3-565d1c92.mp3]","4484"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"cátedra (nf)","<img src=""paste-1010236437561345.jpg"" />","academic chair","[sound:yandex-b7ca12b9-efdd47cf-73dbb877-99e7fa8f-b94eab05.mp3]","4070"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"catedral (nf)","<img src=""paste-1544036447944705.jpg"" />","cathedral","[sound:yandex-0d9acaed-9ed69547-2d103b72-476ada70-2f021e29.mp3]","4041"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"ceja (nf)","<img src=""paste-1546128097017857.jpg"" />","eyebrow, brow","[sound:yandex-25d70e57-ecd920ab-0f8ac826-b9ca47ce-da4de769.mp3]","4227"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"chaqueta (nf)","<img src=""paste-1548219746091009.jpg"" />","jacket","[sound:yandex-06af9d7c-6c50ffaf-18ee12bd-ce25de81-bd114053.mp3]","4372"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"chimenea (nf)","<img src=""paste-1550311395164161.jpg"" />","chimney, fireplace","[sound:yandex-cd615c18-ad73cbb7-57c8f56e-a361fddb-5a315fc4.mp3]","4415"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"cima (nf)","<img src=""paste-1040189539483649.jpg"" />","summit, peak, top","[sound:yandex-650c6d4a-66736562-02288073-07e83b80-5cb4b851.mp3]","4291"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"clasificación (nf)","<img src=""paste-59923383713793.jpg"" />","classification","[sound:yandex-f1b8e579-c60ca0b8-a6433e4e-a1e3802f-d0508cfc.mp3]","4233"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"colina (nf)","<img src=""paste-1556573457481729.jpg"" />","hill, slope","[sound:yandex-272df01b-1f54eb84-4bf6ec99-8031511d-45fa84a4.mp3]","4003"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"compensación (nf)","<img src=""paste-1558665106554881.jpg"" />","compensation","[sound:yandex-1fe71094-bd249e1f-dd03739a-fcbf817f-0a9137a8.mp3]","4342"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"computadora (nf)","<img src=""paste-1030216625422337.jpg"" />","computer","[sound:yandex-e8bbc154-fd559a9c-3669707e-de3f0164-9080bdfc.mp3]","4253"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"consigna (nf)","<img src=""paste-1028794991247361.jpg"" />","watchword, motto, slogan","[sound:yandex-9f7230a7-9f5ceeea-fc9c52ca-84e67480-4d5807b3.mp3]","4091"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"constitución (nf)","<img src=""paste-60683592925185.jpg"" />","constitution","[sound:yandex-70b25a27-06e6df4f-9fd8df62-5f58662c-0e4e0692.mp3]","4231"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"contienda (nf)","<img src=""paste-1024512908853249.jpg"" />","contest, dispute","[sound:yandex-58262a8e-1cd14ac8-ec455cca-7b22a1cd-150bd4fe.mp3]","4356"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"contribución (nf)","<img src=""paste-1569097582116865.jpg"" />","contribution (nf)","[sound:yandex-c364610b-3b895cfb-61815010-8920a50f-7c9f7d60.mp3]","4168"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"cordillera (nf)","<img src=""paste-1571189231190017.jpg"" />","mountain range","[sound:yandex-2d97791f-8413f447-9c8c778a-d27a57b1-5af2d8e3.mp3]","4432"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"cortesía (nf)","<img src=""paste-1573280880263169.jpg"" />","courtesy","[sound:yandex-7fd000a1-fd170ea8-a020b518-f28f4791-4d717c4e.mp3]","4092"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"corteza (nf)","<img src=""paste-1575372529336321.jpg"" />","bark, crust, rind, peel","[sound:yandex-f6b6401b-6d4ff49d-2dbed0a3-7ae143f6-5b547d0d.mp3]","4430"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"cría (nf)","<img src=""paste-1577472768344065.jpg"" />","breeding, raising","[sound:yandex-82991581-273aa0c6-581ed48e-e8385396-deb20c0c.mp3]","4282"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"densidad (nf)","<img src=""6.gif"" />","density, thickness","[sound:yandex-1bf93ed3-d977eac6-46ebc191-8a6a3d3b-8afc1d4e.mp3]","4318"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"dinámica (nf)","<img src=""paste-1581656066490369.jpg"" />","dynamics","[sound:yandex-cbe4f03d-33992051-46025ade-282a9e4d-228033f7.mp3]","4365"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"elegancia (nf)","<img src=""paste-1583747715563521.jpg"" />","elegance, style","[sound:yandex-e817b62a-69fb626f-69f44c9c-aa33a719-9da79304.mp3]","4060"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"embajada (nf)","<img src=""paste-1585839364636673.jpg"" />","embassy","[sound:yandex-e3484db4-edaa74f6-e2e7f2cf-f8a4ae84-0ccc1ec7.mp3]","4404"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"encuesta (nf)","<img src=""paste-1587931013709825.jpg"" />","poll, survey, inquiry","[sound:yandex-5d3ef920-ac268fef-84dc4e7f-dc1cb06d-fd52ea69.mp3]","4281"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"era (nf)","<img src=""paste-167812962189313.jpg"" />","era, age","[sound:yandex-045dd899-5b2d86fb-56db35ac-f3ccd2c0-8d41b575.mp3]","4076"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"escultura (nf)","<img src=""paste-1592114311856129.jpg"" />","sculpture, carving","[sound:yandex-8da4007e-01a5a52d-4d92ffaa-b1a460d6-692e7489.mp3]","4125"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"estatura (nf)","<img src=""paste-1594205960929281.jpg"" />","stature, height","[sound:yandex-c1e28ff2-934a0cc3-69440c71-9a72f65d-d9f136ad.mp3]","4098"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"estupidez (nf)","<img src=""paste-156981054668801.jpg"" />","stupidity, stupid thing [also tontería]","[sound:yandex-87bcb804-6fcf010b-bbebb50e-d07478bb-9fde7f43.mp3]","4382"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"eternidad (nf)","<img src=""paste-1598389259075585.jpg"" />","eternity","[sound:yandex-452f2f82-8f23e86a-57f784aa-e594196d-a6bea753.mp3]","4352"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"exageración (nf)","<img src=""paste-253948531310593.jpg"" />","exaggeration","[sound:yandex-628ae257-25d3c6af-1addeb2d-d3c69836-f286641a.mp3]","4442"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"exploración (nf)","<img src=""paste-121010703564801 (1).jpg"" />","exploration","[sound:yandex-bb6c1d79-62fc783e-b427263e-e25929d5-499d1155.mp3]","4306"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"exportación (nf)","<img src=""paste-1604664206295041.jpg"" />","export, exportation","[sound:yandex-9826003a-717e5612-3cd4e3ae-9a8bbb12-f3c01fba.mp3]","4493"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"faena (nf)","<img src=""paste-55559696941057.jpg"" />","task, job, performance","[sound:yandex-61cc6f7f-50171a2c-19df2371-dc9cb82c-cf822dbe.mp3]","4147"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"falla (nf)","<img src=""paste-51599737094145.jpg"" />","flaw, failure","[sound:yandex-55bd009d-47790401-cfdcc61d-dd7df042-f861ad64.mp3]","4167"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"farmacia (nf)","<img src=""paste-1610939153514497.jpg"" />","pharmacy, drugstore","[sound:yandex-548efbce-f4134805-a09d8f58-e18754f2-17cb45ce.mp3]","4290"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"fatiga (nf)","<img src=""paste-1613030802587649.jpg"" />","fatigue","[sound:yandex-da58b119-5beb1fe7-d04aeda7-86e2ab2f-cf93e380.mp3]","4303"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"finca (nf)","<img src=""paste-1615122451660801.jpg"" />","property, estate","[sound:yandex-19b5ff61-53b0ec38-ebed1234-634dd66d-e4b0fa7c.mp3]","4294"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"firmeza (nf)","<img src=""paste-1621414578749441.jpg"" />","firmness","[sound:yandex-35531cf6-b492e2fd-c8b72753-94e31c70-0bf599c7.mp3]","4001"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"fracción (nf)","<img src=""paste-1619292864905217.jpg"" />","fraction","[sound:yandex-15818811-e78ee952-062b4425-96bac788-e99e2965.mp3]","4216"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"fundación (nf)","<img src=""paste-141325898874881 (1).jpg"" />","foundation","[sound:yandex-3da29a4b-39fa0018-96e2a4a6-6febc631-7e8c767d.mp3]","4058"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"furia (nf)","<img src=""paste-1627028101005313.jpg"" />","fury, rage","[sound:yandex-1d6da933-6752a3d1-e40014db-b3bbd561-9508bc4f.mp3]","4095"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"gala (nf)","<img src=""paste-1629119750078465.jpg"" />","gala (performance/dinner)","[sound:yandex-97def847-ef02c42d-6fe82187-b1e98ee1-e73b7f85.mp3]","4075"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"ganancia (nf)","<img src=""paste-1631211399151617.jpg"" />","gain, profit","[sound:yandex-7b108efe-093cef43-7356ead6-3a54c0b6-4b687e85.mp3]","4155"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"grabación (nf)","<img src=""paste-1633311638159361.jpg"" />","recording","[sound:yandex-bb6c98b6-430646b4-64ab3b4b-fbea2f18-d539be2c.mp3]","4476"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"humillación (nf)","<img src=""paste-1635403287232513.jpg"" />","humiliation","[sound:yandex-ef3ba599-4c28211a-7c7725a1-731c4e33-bf71ecca.mp3]","4456"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"ida (nf)","<img src=""paste-182291296944129.jpg"" />","departure, first half of a trip","[sound:yandex-c306b140-53103fbe-9f3d0045-c7691454-8754e26b.mp3]","4164"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"ilustración (nf)","<img src=""paste-1639586585378817.jpg"" />","illustration","[sound:yandex-a189444f-0a5a5509-d429682c-ec002039-d3f07e45.mp3]","4309"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"imitación (nf)","<img src=""paste-1641678234451969.jpg"" />","imitation","[sound:yandex-3007b6cc-4895af4b-2ab61860-c20a480e-baf947fe.mp3]","4209"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"imposibilidad (nf)","<img src=""paste-1643769883525121.jpg"" />","impossibility","[sound:yandex-93d8fb4e-573d860c-6850c154-ccafea32-bacc6240.mp3]","4052"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"imposición (nf)","<img src=""paste-227701986164737.jpg"" />","imposition","[sound:yandex-64e3604e-8a4baaad-4628d40d-a3375271-b1856f6c.mp3]","4028"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"imprenta (nf)","<img src=""paste-1647953181671425.jpg"" />","printing house","[sound:yandex-82533eed-e5a5cd8d-1a60b988-b2ec4b81-4c30bd25.mp3]","4453"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"incorporación (nf)","<img src=""paste-1650044830744577.jpg"" />","inclusion, incorporation","[sound:yandex-9f260211-663f693c-d01e30ea-764c019f-f830a31f.mp3]","4301"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"indicación (nf)","<img src=""paste-67731634257921.jpg"" />","indication","[sound:yandex-3436b5f8-c8fa878a-d528cd4b-9b0cebab-adaca03d.mp3]","4084"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"indignación (nf)","<img src=""paste-68496138436609.jpg"" />","indignation","[sound:yandex-ea29c7e3-10914260-98500138-47c20120-d1bd620e.mp3]","4122"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"infinidad (nf)","<img src=""paste-1656306893062145.jpg"" />","infinity, countless","[sound:yandex-94a6d275-19c46a9f-fd126a43-2ba48ed1-6a6abe72.mp3]","4127"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"innovación (nf)","<img src=""paste-223329709457409 (1).jpg"" />","innovation","[sound:yandex-72a78f8e-434dd914-8310f8c8-8eb00022-d87fb5f0.mp3]","4482"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"integración (nf)","<img src=""paste-1660490191208449.jpg"" />","integration","[sound:yandex-e09a0a9a-d4b6b2e4-0158871f-3ee04e90-dcd19ed8.mp3]","4174"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"integridad (nf)","<img src=""paste-1662581840281601.jpg"" />","integrity","[sound:yandex-36bfcb6d-1e4fddee-4daab81e-0b1cc0e7-d5954cde.mp3]","4105"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"jaula (nf)","<img src=""paste-1664673489354753.jpg"" />","cage, crate, playpen","[sound:google-2d0152bf-d9ab5745-f66fee26-1c07b0e3-ad9b83cd.mp3]","4005"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"leña (nf)","<img src=""paste-1666765138427905.jpg"" />","firewood","[sound:google-cfad2206-6e5e1033-b597f651-3b19bf62-4b06e1c8.mp3]","4185"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"llanura (nf)","<img src=""paste-218948842815489.jpg"" />","plain, prairie, plainness","[sound:google-83b6dbae-7ef9f778-afec5e7b-bc7c4967-a794ce15.mp3]","4196"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"longitud (nf)","<img src=""paste-217492848902145.jpg"" />","length, longitude","[sound:google-4280e5b7-4e0bc73f-c0563d66-65a4c1f6-6f4d1d63.mp3]","4434"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"maleta (nf)","<img src=""paste-1673014315843585.jpg"" />","suitcase, case","[sound:google-5e627014-2d2a2d72-bdc26999-7afb03dc-3c10b267.mp3]","4146"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"manta (nf)","<img src=""paste-341333935915009.jpg"" />","blanket","[sound:google-622f35a5-2187cc49-12b81379-82710b7b-b27004ee.mp3]","4063"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"marea (nf)","<img src=""paste-57810259804161.jpg"" />","wave, tide, ebb","[sound:google-1cd126f9-dc48bde3-855d58c4-227366e4-c8a97b17.mp3]","4109"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"melodía (nf)","<img src=""paste-1679289263063041.jpg"" />","melody","[sound:google-acd78597-a50e1f00-a93735e0-c5a97a39-70c2020e.mp3]","4311"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"merced (nf)","<img src=""paste-114688511705089.jpg"" />","favor, mercy","[sound:google-e3ecfdad-145ac037-6f334ee4-85fbfe23-339fa2c5.mp3]","4397"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"mierda (nf)","<img src=""paste-1683468266242049.jpg"" />","shit, crap, excrement","[sound:google-05b2a079-fdc4f537-49f05855-124d7440-d0778332.mp3]","4355"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"minoría (nf)","<img src=""paste-207279416672257.jpg"" />","minority","[sound:google-c33b3689-f0debe36-3bb944c3-32589340-4b029bf4.mp3]","4137"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"nacionalidad (nf)","<img src=""paste-1687651564388353.jpg"" />","nationality","[sound:google-6ed5c3ff-1994a183-f49f532c-1955e3eb-6e4ee20a.mp3]","4321"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"narración (nf)","<img src=""paste-1689743213461505.jpg"" />","narration, account","[sound:google-9477190a-bbfda109-ceb9abb9-a5cca251-e95900e0.mp3]","4283"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"niebla (nf)","<img src=""paste-1691834862534657.jpg"" />","fog","[sound:google-06c5bdd4-7008edef-ed33c914-90f6f1c3-4ffddf17.mp3]","4274"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"niñez (nf)","<img src=""paste-876113198841857.jpg"" />","childhood, infancy","[sound:google-f6c34230-4a361b3e-6814ccf1-23424cdf-84a8c2cb.mp3]","4184"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"normalidad (nf)","<img src=""paste-222449241161729.jpg"" />","normality","[sound:google-6f1560a9-e8d02eca-c492719d-ffcd561c-304af5e7.mp3]","4367"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"parcela (nf)","<img src=""paste-1698084039950337.jpg"" />","piece of property","[sound:google-194e5ac0-d223bab3-8ede700c-f381cd4a-b30ec73c.mp3]","4004"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"parroquia (nf)","<img src=""paste-1700175689023489.jpg"" />","parish","[sound:google-2b2ce388-2253c7b5-cd259d50-efe400dd-b5117efa.mp3]","4260"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"pastilla (nf)","<img src=""paste-1702267338096641.jpg"" />","pill, capsule","[sound:google-b6e4b6c2-d1599db6-dd83f7da-19aea8b0-a0ea4e57.mp3]","4354"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"patada (nf)","<img src=""paste-182471685570561.jpg"" />","kick, punt","[sound:google-a78c4e18-4bd8e419-3c0da30d-a82bd952-4ccdb81d.mp3]","4078"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"percepción (nf)","<img src=""paste-1706446341275649.jpg"" />","perception","[sound:google-7232c27e-d83eddab-1a3d54e3-52531043-bdedb43e.mp3]","4136"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"perla (nf)","<img src=""paste-1708537990348801.jpg"" />","pearl","[sound:google-3dac08d0-4218a063-3f9aa3ac-fb224a40-7e27fd72.mp3]","4172"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"piedad (nf)","<img src=""paste-1710629639421953.jpg"" />","pity, mercy","[sound:google-48c48f4b-8730e6e5-76557122-0480282f-a7871c3d.mp3]","4267"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"plancha (nf)","<img src=""paste-1712721288495105.jpg"" />","electric iron, plate, sheet","[sound:google-835b6085-be88366e-aee13bbb-11b86c31-fdfcda7d.mp3]","4073"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"presidencia (nf)","<img src=""paste-1714812937568257.jpg"" />","presidency","[sound:google-b397bd8e-ef04ffe0-d3ceb0d6-63857164-7159e540.mp3]","4087"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"princesa (nf)","<img src=""paste-1716904586641409.jpg"" />","princess","[sound:google-4037c332-0cb825bb-27da71e1-779cb2f9-9b507f87.mp3]","4402"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"probabilidad (nf)","<img src=""paste-1718996235714561.jpg"" />","probability","[sound:google-bc4de952-79a445d1-84bd8e32-d1da5394-13b38cb0.mp3]","4393"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"procesión (nf)","<img src=""paste-1721087884787713.jpg"" />","procession","[sound:google-59770352-ad389bef-211870f3-8b4efa4f-c604875d.mp3]","4280"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"prohibición (nf)","<img src=""paste-1723179533860865.jpg"" />","prohibition","[sound:google-afff7a83-865faeb9-320514ac-1f4a7d7d-05773dfe.mp3]","4343"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"psicología (nf)","<img src=""paste-162036231176193.jpg"" />","psychology","[sound:google-97156ad0-1e060028-4009be96-dcbb1692-a5f50c34.mp3]","4437"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"rebelión (nf)","<img src=""paste-1727349947105281.jpg"" />","rebellion","[sound:google-97ed2552-739c47ac-cb5cb1a0-9753663e-b14894fc.mp3]","4202"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"reconstrucción (nf)","<img src=""paste-1729441596178433.jpg"" />","reconstruction","[sound:google-7a5dc4c9-24d01a39-1afa5ff9-b574672a-019708f3.mp3]","4259"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"resonancia (nf)","<img src=""paste-1731533245251585.jpg"" />","resonance, repercussion","[sound:google-383a2f18-1b7945c5-4a63cbbe-3e4a9bf7-c783e36c.mp3]","4369"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"sanción (nf)","<img src=""paste-1733624894324737.jpg"" />","sanction, approval, penalty","[sound:google-f0876cb6-2499f419-75b70123-7df63720-780bda04.mp3]","4141"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"sede (nf)","<img src=""paste-1735716543397889.jpg"" />","headquarters, seat","[sound:google-80c00c36-8e1f8976-40f88641-750a5beb-095b11ae.mp3]","4236"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"sencillez (nf)","<img src=""paste-41759967019009.jpg"" />","simplicity","[sound:google-453b3bed-982fc61c-6f98cbd4-396d6a49-42765ce0.mp3]","4380"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"sequía (nf)","<img src=""paste-1739899841544193.jpg"" />","drought","[sound:google-39ece085-f39efc8b-1e56ee19-451f3ab0-da347ceb.mp3]","4364"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"serpiente (nf)","<img src=""paste-1741991490617345.jpg"" />","snake","[sound:google-da0fbd02-fc79e0f7-c45fcefe-0524ca1a-813fd6ef.mp3]","4150"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"siesta (nf)","<img src=""paste-1744083139690497.jpg"" />","siesta, afternoon nap","[sound:google-ad4b9500-1dbc7100-0fd4997f-5bae7f63-b0a445e9.mp3]","4176"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"sinceridad (nf)","<img src=""paste-65304977735681.jpg"" />","sincerity","[sound:google-ea015a9d-2f5e8990-f12cd102-a86b7c1f-5dbf3868.mp3]","4069"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"superioridad (nf)","<img src=""paste-1748253552934913.jpg"" />","superiority","[sound:google-15d336a3-14a434cf-a821e324-e01e7e18-bd0d9713.mp3]","4011"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"talla (nf)","<img src=""paste-127019362811905.jpg"" />","size (of clothing), stature","[sound:google-a4fd7e1b-1bbb9536-e0565f45-c20b83c8-6cc6de26.mp3]","4330"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"terraza (nf)","<img src=""paste-119726508343297.jpg"" />","terrace, balcony","[sound:google-b8f47538-8b7fa569-a42029ed-fda7f33e-7073ee68.mp3]","4074"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"tertulia (nf)","<img src=""paste-1754502730350593.jpg"" />","get-together, meeting of friends","[sound:google-5db931a1-4d0096ec-5daa7f10-5a45eb27-af7f3216.mp3]","4483"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"tira (nf)","<img src=""paste-295107202908161.jpg"" />","strip, strap","[sound:google-cf8d4428-dd5e3bb3-38bb2c26-0d0a2618-13693bae.mp3]","4102"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"tonelada (nf)","<img src=""paste-1758686028496897.jpg"" />","ton","[sound:google-408b0b98-56043066-aae157cc-e49ce7ed-7e746120.mp3]","4399"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"transmisión (nf)","<img src=""paste-1046335637684225.jpg"" />","broadcast, transmission","[sound:google-fbd115cb-a39f592d-fceb7f61-bf4c11a9-3e2f6de2.mp3]","4034"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"transparencia (nf)","<img src=""paste-113885352820737.jpg"" />","transparency, slide","[sound:google-13e903ba-97783b1a-84d001e3-0b20f05b-1d32d77f.mp3]","4059"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"validez (nf)","<img src=""paste-1764965270683649.jpg"" />","validity","[sound:google-3c479337-50dd3bcd-58306f34-88b4397e-858cef1b.mp3]","4410"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"vanguardia (nf)","<img src=""paste-86517821210625.jpg"" />","vanguard, forefront","[sound:google-d4d16861-9eb8e1d1-4179fc94-86a324c4-a0b4410b.mp3]","4043"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"vejez (nf)","<img src=""paste-1769148568829953.jpg"" />","old age","[sound:google-d760788b-25aedf2e-f1be216f-bfd5445f-0a220e0e.mp3]","4099"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"verdura (nf)","<img src=""paste-1771240217903105.jpg"" />","vegetables, greenery","[sound:google-49b431af-b7e89a8f-81f50a11-68a10653-75c537af.mp3]","4480"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"violación (nf)","<img src=""paste-1773331866976257.jpg"" />","violation, rape","[sound:google-0e759ec2-01027407-942b9cf0-6fca5ada-c8e651e1.mp3]","4481"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
"virgen (adj)","<img src=""paste-1775423516049409.jpg"" />","virgin (adj)","[sound:google-b783d98d-32e62a6c-0a74d3dd-4ee89800-87be23b1.mp3]","4304"," 4500 nf ","Essential Spanish Vocabulary Top 5000"
